Vardas         Pavarde        Galutinis (Vid.)  Galutinis (Med.)  
Vardas873      Pavarde873     8.24              3.00              
Vardas2467     Pavarde2467    8.24              5.00              
Vardas3701     Pavarde3701    8.24              5.00              
Vardas3616     Pavarde3616    8.24              6.00              
Vardas9164     Pavarde9164    8.24              7.00              
Vardas2369     Pavarde2369    8.24              6.00              
Vardas7023     Pavarde7023    8.24              6.00              
Vardas193      Pavarde193     8.24              7.00              
Vardas5342     Pavarde5342    8.24              7.00              
Vardas9268     Pavarde9268    8.24              7.00              
Vardas468      Pavarde468     8.24              6.00              
Vardas3538     Pavarde3538    8.24              6.00              
Vardas3495     Pavarde3495    8.24              6.00              
Vardas186      Pavarde186     8.24              7.00              
Vardas6059     Pavarde6059    8.24              9.00              
Vardas8275     Pavarde8275    8.24              6.00              
Vardas675      Pavarde675     8.24              7.00              
Vardas8602     Pavarde8602    8.24              5.00              
Vardas4623     Pavarde4623    8.24              5.00              
Vardas8188     Pavarde8188    8.24              5.00              
Vardas717      Pavarde717     8.24              4.00              
Vardas658      Pavarde658     8.24              4.00              
Vardas7938     Pavarde7938    8.24              7.00              
Vardas4500     Pavarde4500    8.24              5.00              
Vardas4295     Pavarde4295    8.24              6.00              
Vardas1480     Pavarde1480    8.24              5.00              
Vardas1485     Pavarde1485    8.24              7.00              
Vardas246      Pavarde246     8.24              6.00              
Vardas4053     Pavarde4053    8.24              5.00              
Vardas4855     Pavarde4855    8.24              5.00              
Vardas2243     Pavarde2243    8.24              6.00              
Vardas5595     Pavarde5595    8.24              6.00              
Vardas4508     Pavarde4508    8.24              6.00              
Vardas5522     Pavarde5522    8.24              6.00              
Vardas4396     Pavarde4396    8.24              6.00              
Vardas428      Pavarde428     8.24              5.00              
Vardas1923     Pavarde1923    8.24              5.00              
Vardas9051     Pavarde9051    8.24              6.00              
Vardas7737     Pavarde7737    8.24              6.00              
Vardas6378     Pavarde6378    8.24              7.00              
Vardas8108     Pavarde8108    8.24              6.00              
Vardas3802     Pavarde3802    8.24              8.00              
Vardas8367     Pavarde8367    8.24              5.00              
Vardas3726     Pavarde3726    8.24              6.00              
Vardas593      Pavarde593     8.24              7.00              
Vardas947      Pavarde947     8.24              6.00              
Vardas2669     Pavarde2669    8.24              5.00              
Vardas3949     Pavarde3949    8.24              5.00              
Vardas2505     Pavarde2505    8.24              5.00              
Vardas9909     Pavarde9909    8.24              6.00              
Vardas5768     Pavarde5768    8.24              5.00              
Vardas5453     Pavarde5453    8.24              6.00              
Vardas6336     Pavarde6336    8.24              6.00              
Vardas9065     Pavarde9065    8.24              7.00              
Vardas5206     Pavarde5206    8.24              5.00              
Vardas8523     Pavarde8523    8.24              6.00              
Vardas2711     Pavarde2711    8.24              6.00              
Vardas524      Pavarde524     8.20              6.00              
Vardas2271     Pavarde2271    8.20              6.00              
Vardas899      Pavarde899     8.20              7.00              
Vardas6831     Pavarde6831    8.20              8.00              
Vardas7758     Pavarde7758    8.20              7.00              
Vardas693      Pavarde693     8.20              8.00              
Vardas343      Pavarde343     8.20              6.00              
Vardas8632     Pavarde8632    8.20              7.00              
Vardas6024     Pavarde6024    8.20              7.00              
Vardas8179     Pavarde8179    8.20              7.00              
Vardas5736     Pavarde5736    8.20              9.00              
Vardas8777     Pavarde8777    8.20              8.00              
Vardas6383     Pavarde6383    8.20              8.00              
Vardas9884     Pavarde9884    8.20              7.00              
Vardas8938     Pavarde8938    8.20              7.00              
Vardas4942     Pavarde4942    8.20              7.00              
Vardas7674     Pavarde7674    8.20              8.00              
Vardas112      Pavarde112     8.20              9.00              
Vardas9554     Pavarde9554    8.20              9.00              
Vardas9003     Pavarde9003    8.20              8.00              
Vardas3728     Pavarde3728    8.20              7.00              
Vardas1489     Pavarde1489    8.20              6.00              
Vardas580      Pavarde580     8.20              9.00              
Vardas8704     Pavarde8704    8.20              7.00              
Vardas1562     Pavarde1562    8.20              8.00              
Vardas2760     Pavarde2760    8.20              8.00              
Vardas2072     Pavarde2072    8.20              7.00              
Vardas5023     Pavarde5023    8.20              7.00              
Vardas148      Pavarde148     8.20              8.00              
